masterhotelid,hotel_lat,hotel_lon,hotel_zone,hotel_city,hotel_star,hotel_goldstar,hotel_brand,hotel_avg_picturerate,hotel_avg_picturerank,hotel_fromcitycenter,hotel_fromairport,hotel_fromtrain,hotel_price_compare_7d,hotel_ciireceivable_sum_7d,hotel_city_avg_fh_price_avg_7d,hotel_city_avg_order_cnt_7d,hotel_fh_price_avg_7d,hotel_order_cnt_7d,hotel_pv_list_avg_7d,hotel_uv_list_avg_7d,hotel_zone_avg_ciireceivable_sum_7d,hotel_zone_avg_order_cnt_7d,hotel_zone_avg_pv_list_avg_7d,hotel_zone_avg_fh_price_avg_7d,hotel_zone_avg_uv_list_avg_7d,hotel_ciiquantity_sum_7d,hotel_ciireceivable_sum_31d,hotel_city_avg_fh_price_avg_31d,hotel_city_avg_order_cnt_31d,hotel_fh_price_avg_31d,hotel_order_cnt_31d,hotel_pv_list_avg_31d,hotel_uv_list_avg_31d,hotel_zone_avg_fh_price_avg_31d,hotel_zone_avg_order_cnt_31d,hotel_zone_avg_uv_list_avg_31d,hotel_zone_htl_cnt,hotel_city_htl_cnt,hotel_novoters,hotel_score,hotel_var_tag_108,hotel_var_tag_109,hotel_var_tag_110,hotel_var_tag_114,hotel_var_tag_117,hotel_tag_10_20,hotel_tag_20_30,hotel_tag_30_40,hotel_tag_40_50,hotel_tag_50_60,hotel_tag_60_on,hotel_tag_male,hotel_tag_xiuxiandujia_r,user_advanceddate,user_avgstar_total,user_avggoldstar,user_numorderholidayratio,user_avgdealpriceholiday,user_numorderworkdayratio,user_avgdealpriceworkday,user_numinvoiceratio,user_numcommentratio,user_avgprice_total,user_maxprice_total,user_minprice_total,user_stdprice,user_cvprice,user_businessorderratio,user_substitudeorderratio,user_ordernum,user_citynum,user_cancellordernumratio,user_activation,user_generous_value,user_consume_value,user_maxprice_1week,user_avgprice_1week,user_avgprice_3month,user_minprice_3month,user_maxprice_3month,user_medprice_3month,user_avghoteleval_3month,user_avgprice_6month,user_avghoteleval_6month,user_maxhoteleval_6month,user_minprice_6month,user_maxprice_6month,user_ordnum_1year,user_avgstar_1year,user_avgprice_1year,user_minprice_1year,user_maxprice_1year,user_medprice_1year,user_avghoteleval_1year,user_maxhoteleval_1year,user_minhoteleval_1year,user_avgcustomereval_1year,user_varistar_total,user_avgcustomereval_total,user_avghoteleval_total,user_medprice_total,user_star_low,user_star_high,user_price_down,user_price_up,user_interest_gps_lon,user_interest_gps_lat,user_tag_if_male,user_tag_age_low,user_tag_age_high,user_tag_star_2,user_tag_star_3,user_tag_star_4,user_tag_star_5,user_tag_if_meishi,user_tag_if_zijia,user_tag_if_chongwu,user_tag_if_minsu,user_tag_if_brand,user_tag_brand_1,user_tag_brand_2,user_tag_brand_3,user_tag_if_shangwu,user_tag_if_xiuxian,user_tag_if_qinzi,user_tag_if_compare,if_brand_01,if_brand_02,if_brand_03,if_star_same,scene_poi,scene_foreign,scene_keyword,user_price_lower_pres,user_price_upper_pres,user_is_2star_pres,user_is_3star_pres,user_is_4star_pres,user_is_5star_pres,user_is_brand_pres,user_is_dist_pres,user_is_4_5_score_pres,user_is_4_0_score_pres,user_is_3_5_score_pres,user_is_3_0_score_pres,user_is_more5_commentq_pres,user_is_more10_commentq_pres,user_is_more20_commentq_pres,user_is_more50_commentq_pres,fh_price,dist,hotel_mainscore,arrival_weekday,advanced_days,stay_fordays,user_interestgps_to_nowhtl_diff,delta_price_down,delta_price_up,dynamic_price_down,hotel_openyear_diffdays,hotel_fitmentyear_diffdays,usernow_to_htl_dist,delta_avg_price,delta_hotel_city_price,delta_hotel_self_price,delta_hotel_zone_price,user_hisclickhtl_num,user_hisclickhtl_startprice_min,user_hisclickhtl_startprice_max,user_hisclickhtl_startprice_median,user_hisclickhtl_star_min,user_hisclickhtl_star_max,user_hisclickhtl_star_mean,user_hisclickhtl_to_qidhtl_dist_min,user_hisclickhtl_to_qidhtl_dist_max,user_hisclickhtl_to_qidhtl_dist_median,user_hisclickhtl_to_qidhtl_same_ratio,user_samceity_collecthtl_to_qidhtl_sim_last1,user_samceity_collecthtl_to_qidhtl_pricediff_last1,user_samceity_collecthtl_to_qidhtl_datediff_last1,user_samceity_collecthtl_to_qidhtl_stardiff_last1,user_samceity_collecthtl_to_qidhtl_dist_last1,user_samceity_collecthtl_to_qidhtl_sim_last2,user_samceity_collecthtl_to_qidhtl_pricediff_last2,user_samceity_collecthtl_to_qidhtl_datediff_last2,user_samceity_collecthtl_to_qidhtl_stardiff_last2,user_samceity_collecthtl_to_qidhtl_dist_last2,user_samecity_hisorderhtl_to_qidhtl_sim_last1,user_samecity_hisorderhtl_to_qidhtl_pricediff_last1,user_samecity_hisorderhtl_datediff_last1,user_samecity_hisorderhtl_to_qidhtl_stardiff_last1,user_samecity_hisorderhtl_to_qidhtl_dist_last1,user_samecity_hisorderhtl_to_qidhtl_sim_last2,user_samecity_hisorderhtl_to_qidhtl_pricediff_last2,user_samecity_hisorderhtl_datediff_last2,user_samecity_hisorderhtl_to_qidhtl_stardiff_last2,user_samecity_hisorderhtl_to_qidhtl_dist_last2,user_value1,user_value2,user_value3,user_value4,user_value5,hotel_value1,hotel_value2,hotel_value3,hotel_value4,hotel_value5,response,desc
18435044,31.179153,121.74798,466,2,0,0,-999999,12,0.039,33610,9180,36560,0,0,438.80695,24.735209,357.79874,0,45.285713,35.714287,35221.63,64.19009,2491.508,260.97644,1330.0215,0,0,434.30444,109.883766,413.27286,0,48.322582,35.35484,289.4114,272.2066,1497.012,368,29063,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,-999999,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,368,6359.89,0,5,0,1,-999999,168,132,1.410089,268,-999999,38066.34,84.45279,66.30444,45.272858,78.58859,5,321,498,496,3,4,3.8,180174.98,182737.86,181332.12,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,6.3593116,8.324074,8.296326,6168,-999999,0.99962294,0.000603355
6410906,31.216814,121.7746,466,2,2,2,1016,11,3.12,33360,9090,36320,0,4019,438.80695,24.735209,131.97943,16,284.2857,197.57143,35221.63,64.19009,2491.508,260.97644,1330.0215,26,13216,434.30444,109.883766,142.9054,65,306.3871,215.83871,289.4114,272.2066,1497.012,368,29063,1299,4.5,87,0,84,0,0,0.002957122,0.07047807,0.054706752,0.04189256,0.007392804,0.010349926,0.13750616,0.856,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,123,7526.95,3.5217,5,0,1,-999999,77,377,0.47130692,664,97088,40297.31,185.91467,311.30444,19.905396,166.4114,5,321,498,496,3,4,3.8,184696.84,187284,185845.34,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,7.523658,12.709823,12.813964,6168,-999999,0.37379918,0.001921349
11292241,31.185543,121.719894,13775,2,0,0,-999999,12,0.037,29630,13440,32088.002,0,0,438.80695,24.735209,854.53845,0,8.666667,7.5,17477.172,15.418692,827.3679,437.57938,469.23914,0,0,434.30444,109.883766,855.53845,0,3.5454545,3.0454545,451.93524,71.11215,427.3373,2350,29063,0,-999999,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,-999999,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-999999,9102.72,0,5,0,1,-999999,-999999,-999999,999999,483,-999999,35325.06,526.7184,0,999999,0,5,321,498,496,3,4,3.8,178439.7,181031.4,179586.86,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.102908,6.4764333,6.6410933,6168,-999999,0.99998367,2.60921E-05
5925543,31.119205,121.7792,466,2,2,2,0,14,11.949,39760,12640,39242,1,138,438.80695,24.735209,134.79074,1,172.42857,132.85715,35221.63,64.19009,2491.508,260.97644,1330.0215,1,414,434.30444,109.883766,130.21204,3,182.41936,141.58064,289.4114,272.2066,1497.012,368,29063,29,3,0,0,0,0,0,0.012048192,0.072289154,0.04819277,0.04819277,0,0.036144577,0.13253012,0.308,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,123,4976.43,2.3323,5,0,1,-999999,77,377,0.47130692,786,97088,42327.49,198.60803,311.30444,7.212036,166.4114,5,321,498,496,3,4,3.8,178811.97,181276.97,180001.12,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,4.9809775,10.918546,10.443517,6168,-999999,0.9998281,0.000275059
16113655,31.139359,121.72008,13775,2,0,0,0,9,1.271,32870,13030,35820,1,0,438.80695,24.735209,277.45416,0,393.7143,288.14285,17477.172,15.418692,827.3679,437.57938,469.23914,0,0,434.30444,109.883766,282.7147,0,365.8387,264.87097,451.93524,71.11215,427.3373,2350,29063,90,5,0,0,0,9,0,0,0.027777778,0.027777778,0,0,0,0.083333336,0.882,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,251,8668.35,3.7095,5,0,1,-999999,51,249,0.5736102,605,513,36301.75,46.105377,183.30444,31.714691,200.93524,5,321,498,496,3,4,3.8,175435.11,177970.52,176601.73,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,8.670872,4.9147944,4.5150476,6168,-999999,0.9997025,0.000475963
8202107,31.183556,121.71209,13775,2,0,2,0,14,-999999,28940,13520,31364,0,0,438.80695,24.735209,243.78893,0,81.71429,60.57143,17477.172,15.418692,827.3679,437.57938,469.23914,0,2032,434.30444,109.883766,274.19333,5,94.41936,71.77419,451.93524,71.11215,427.3373,2350,29063,59,4.7,7,0,0,0,0,0,0.05882353,0.05882353,0.029411765,0.014705882,0.014705882,0.0882353,0.982,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248,9727.74,2.644,5,0,1,-999999,48,252,0.56675434,1030,97088,34613.95,54.62674,186.30444,26.193329,203.93524,5,321,498,496,3,4,3.8,177711.42,180306.73,178857.33,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.727671,5.784361,5.988751,6168,-999999,0.99926776,0.001171584
8578443,31.160107,121.71542,13775,2,0,2,0,11,0.071,31700,11550,32479,0,0,438.80695,24.735209,179.67308,0,7.428571,4.571429,17477.172,15.418692,827.3679,437.57938,469.23914,0,0,434.30444,109.883766,174.6073,0,7.821429,5.678571,451.93524,71.11215,427.3373,2350,29063,248,4.4,0,0,0,8,0,0.004065041,0.07317073,0.028455285,0,0,0.008130081,0.11382114,1,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-999999,8924.49,0,5,0,1,-999999,-999999,-999999,999999,513,299,35347.89,154.21277,0,999999,0,5,321,498,496,3,4,3.8,176420.11,178984.73,177576.8,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,8.925707,4.6458125,4.55756,6168,-999999,0.3749585,6.64324E-05
6650732,31.18184,121.71614,13775,2,4,5,0,15,6.337,29480,12810,31578,1,2797,438.80695,24.735209,279.36987,6,807.4286,552,17477.172,15.418692,827.3679,437.57938,469.23914,10,24814,434.30444,109.883766,261.0249,57,2470.7742,1728,451.93524,71.11215,427.3373,2350,29063,378,4.5,71,0,112,0,37,0.001709402,0.044444446,0.081196584,0.03760684,0.004273505,0.011965812,0.12051282,0.827,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,279,9301.48,6003.9077,5,0,1,-999999,79,221,0.63759863,544,97088,35020.91,67.795166,155.30444,17.975098,172.93524,5,321,498,496,3,4,3.8,177906.98,180497.16,179054.7,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.301545,5.9356546,6.0957794,6168,-999999,0.3724708,0.004046709
7339365,31.182865,121.70991,13775,2,0,0,-999999,19,2.427,28920,13070,31306,0,0,438.80695,24.735209,0,0,0,0,17477.172,15.418692,827.3679,437.57938,469.23914,0,0,434.30444,109.883766,-1,0,2,1,451.93524,71.11215,427.3373,2350,29063,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,-999999,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-999999,9901.76,0,5,0,1,-999999,-999999,-999999,999999,1395,-999999,34417.56,329.82007,0,999999,0,5,321,498,496,3,4,3.8,177498.9,180095.06,178644.53,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.901613,5.5839844,5.799897,6168,-999999,0.9999933,1.07228E-05
2261801,31.18207,121.75004,466,2,0,2,0,24,96.023,33480,9200,35543,0,0,438.80695,24.735209,146.5362,0,96.42857,69.71429,35221.63,64.19009,2491.508,260.97644,1330.0215,0,0,434.30444,109.883766,151.1313,0,111.83871,81.354836,289.4114,272.2066,1497.012,368,29063,20,4.9,0,0,0,8,0,0,0.04347826,0.04347826,0,0,0,0.13043478,0.818,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,135,6323.22,0.6761,5,0,1,-999999,65,365,0.5172881,939,664,38221.27,177.68877,299.30444,16.131302,154.4114,5,321,498,496,3,4,3.8,180524.39,183089.19,181680.84,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,6.3228626,8.643967,8.631254,6168,-999999,0.9997849,0.000344112
14592978,31.186964,121.75852,466,2,0,0,-999999,999999,-999999,33560,9450,36510,0,0,438.80695,24.735209,554.0784,0,7.285714,6.285714,35221.63,64.19009,2491.508,260.97644,1330.0215,0,0,434.30444,109.883766,551.4488,0,4.233333,3.5,289.4114,272.2066,1497.012,368,29063,0,-999999,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,-999999,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-999999,5918.7,0,5,0,1,-999999,-999999,-999999,999999,391,-999999,38964.45,222.62872,0,999999,0,5,321,498,496,3,4,3.8,181498.28,184062.55,182654.88,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,5.9175134,9.611976,9.604862,6168,-999999,0.9998124,0.000300181
24923252,31.216595,121.78398,466,2,5,6,0,8,35.549,34150,9870,37100,0,30322,438.80695,24.735209,985.3426,19,4189.857,2775.8572,35221.63,64.19009,2491.508,260.97644,1330.0215,25,40571.25,434.30444,109.883766,987.5643,26,3740.5,2485,289.4114,272.2066,1497.012,368,29063,0,-999999,0,0,0,0,0,0,0.05,0.15,0.05,0.1,0.1,0.15,0,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1083,7160.28,8004.6646,5,0,1,-999999,883,583,4.1498,26,97088,41190.97,658.7442,648.69556,95.43573,793.5886,5,321,498,496,3,4,3.8,185401.27,187981.3,186552.25,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,7.1567197,13.412531,13.487934,6168,-999999,0.9994727,0.000843739
16113658,31.153656,121.7047,13775,2,0,0,0,17,0.955,30380,13460,33330,0,0,438.80695,24.735209,202.51465,0,68.28571,53.142857,17477.172,15.418692,827.3679,437.57938,469.23914,0,884,434.30444,109.883766,200.25264,2,73.3871,56.774193,451.93524,71.11215,427.3373,2350,29063,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,188,9937.58,1.8829,5,0,1,-999999,12,312,0.42963633,330,97088,34498.84,128.56743,246.30444,12.25264,263.93524,5,321,498,496,3,4,3.8,175171.34,177736.34,176327.95,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.939331,3.4660459,3.3262024,6168,-999999,0.99989504,0.000167895
9650563,31.182022,121.71141,13775,2,0,0,0,18,0.845,29160,13340,31039,0,0,438.80695,24.735209,351.99088,0,31.285715,26,17477.172,15.418692,827.3679,437.57938,469.23914,0,0,434.30444,109.883766,348.1042,0,37.774193,30.096775,451.93524,71.11215,427.3373,2350,29063,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,345,9736.69,0,5,0,1,-999999,145,155,0.78842837,97088,97088,34571.62,19.284119,89.30444,3.104187,106.93524,5,321,498,496,3,4,3.8,177557.55,180151.56,178703.94,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.736931,5.618317,5.8154025,6168,-999999,0.99991745,0.000132113
25112176,31.149603,121.76944,466,2,3,5,837,15,-999999,37680,8920,40640,0,39557,438.80695,24.735209,346.75494,102,1423.5714,904.5714,35221.63,64.19009,2491.508,260.97644,1330.0215,116,51094.457,434.30444,109.883766,346.75494,132,1423.5714,904.5714,289.4114,272.2066,1497.012,368,29063,1,0,0,0,0,0,0,0,0.09803922,0.16666667,0.05882353,0,0.019607844,0.21568628,0,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,352,3832.24,6003.791,5,0,1,-999999,152,148,1.3487808,26,97088,40623.26,17.934875,82.30444,5.245056,62.588593,5,321,498,496,3,4,3.8,179942.17,182452.95,181116.73,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,3.8345683,9.5531025,9.253991,6168,-999999,0.550653,0.11895525
